"","geo_type","region","transportation_type","alternative_name","sub-region","country","date","value"
"789","city","Mumbai","driving","मुंबई",NA,"India",2020-06-01,23.86
"790","city","Mumbai","driving","मुंबई",NA,"India",2020-06-02,21.39
"791","city","Mumbai","driving","मुंबई",NA,"India",2020-06-03,18.05
"792","city","Mumbai","driving","मुंबई",NA,"India",2020-06-04,23.32
"793","city","Mumbai","driving","मुंबई",NA,"India",2020-06-05,27
"794","city","Mumbai","driving","मुंबई",NA,"India",2020-06-06,25.8
"795","city","Mumbai","driving","मुंबई",NA,"India",2020-06-07,30.42
"796","city","Mumbai","driving","मुंबई",NA,"India",2020-06-08,36.46
"797","city","Mumbai","driving","मुंबई",NA,"India",2020-06-09,35.56
"798","city","Mumbai","driving","मुंबई",NA,"India",2020-06-10,35.2
"799","city","Mumbai","driving","मुंबई",NA,"India",2020-06-11,33.18
"800","city","Mumbai","driving","मुंबई",NA,"India",2020-06-12,36.14
"801","city","Mumbai","driving","मुंबई",NA,"India",2020-06-13,32.67
"802","city","Mumbai","driving","मुंबई",NA,"India",2020-06-14,31.62
"803","city","Mumbai","driving","मुंबई",NA,"India",2020-06-15,34.96
"804","city","Mumbai","driving","मुंबई",NA,"India",2020-06-16,34.03
"805","city","Mumbai","driving","मुंबई",NA,"India",2020-06-17,33.81
"806","city","Mumbai","driving","मुंबई",NA,"India",2020-06-18,32.84
"807","city","Mumbai","driving","मुंबई",NA,"India",2020-06-19,34.53
"808","city","Mumbai","driving","मुंबई",NA,"India",2020-06-20,29.66
"809","city","Mumbai","driving","मुंबई",NA,"India",2020-06-21,33.01
"810","city","Mumbai","driving","मुंबई",NA,"India",2020-06-22,39.87
"811","city","Pune","driving","पुणे|पुना",NA,"India",2020-01-13,100
"812","city","Pune","driving","पुणे|पुना",NA,"India",2020-01-14,92.23
"813","city","Pune","driving","पुणे|पुना",NA,"India",2020-01-15,95.9
"814","city","Pune","driving","पुणे|पुना",NA,"India",2020-01-16,99.24
"815","city","Pune","driving","पुणे|पुना",NA,"India",2020-01-17,118.24
"816","city","Pune","driving","पुणे|पुना",NA,"India",2020-01-18,138.17
"817","city","Pune","driving","पुणे|पुना",NA,"India",2020-01-19,120.83
"818","city","Pune","driving","पुणे|पुना",NA,"India",2020-01-20,105.93
"819","city","Pune","driving","पुणे|पुना",NA,"India",2020-01-21,99.31
"820","city","Pune","driving","पुणे|पुना",NA,"India",2020-01-22,101.92
"821","city","Pune","driving","पुणे|पुना",NA,"India",2020-01-23,100.2
"822","city","Pune","driving","पुणे|पुना",NA,"India",2020-01-24,114.23
"823","city","Pune","driving","पुणे|पुना",NA,"India",2020-01-25,128.46
"824","city","Pune","driving","पुणे|पुना",NA,"India",2020-01-26,111.48
"825","city","Pune","driving","पुणे|पुना",NA,"India",2020-01-27,98.32
"826","city","Pune","driving","पुणे|पुना",NA,"India",2020-01-28,101.05
"827","city","Pune","driving","पुणे|पुना",NA,"India",2020-01-29,103.68
"828","city","Pune","driving","पुणे|पुना",NA,"India",2020-01-30,110.75
"829","city","Pune","driving","पुणे|पुना",NA,"India",2020-01-31,127.5
"830","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-01,132.82
"831","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-02,122.66
"832","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-03,104.38
"833","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-04,108.51
"834","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-05,99.76
"835","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-06,108.29
"836","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-07,134.8
"837","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-08,139.61
"838","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-09,120.7
"839","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-10,102.09
"840","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-11,100.05
"841","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-12,106.14
"842","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-13,117.77
"843","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-14,135.81
"844","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-15,145.84
"845","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-16,132.07
"846","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-17,104.21
"847","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-18,108.51
"848","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-19,104.2
"849","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-20,108.08
"850","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-21,115.06
"851","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-22,125.11
"852","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-23,113.91
"853","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-24,101.18
"854","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-25,103.02
"855","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-26,108.08
"856","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-27,102.29
"857","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-28,113.06
"858","city","Pune","driving","पुणे|पुना",NA,"India",2020-02-29,125.26
"859","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-01,110.35
"860","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-02,96.09
"861","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-03,101.75
"862","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-04,97.63
"863","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-05,96.96
"864","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-06,117.58
"865","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-07,125.6
"866","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-08,109.25
"867","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-09,92.39
"868","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-10,89.92
"869","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-11,92.21
"870","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-12,86.88
"871","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-13,89.98
"872","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-14,105.73
"873","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-15,82.31
"874","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-16,70.27
"875","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-17,55.63
"876","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-18,52.63
"877","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-19,41.79
"878","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-20,42.74
"879","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-21,24.61
"880","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-22,19.12
"881","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-23,20.05
"882","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-24,13.12
"883","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-25,12.77
"884","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-26,15
"885","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-27,15.13
"886","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-28,13.09
"887","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-29,13.85
"888","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-30,11.76
"889","city","Pune","driving","पुणे|पुना",NA,"India",2020-03-31,12.18
"890","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-01,10.81
"891","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-02,12.41
"892","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-03,9.81
"893","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-04,11.5
"894","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-05,11.67
"895","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-06,11.62
"896","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-07,11.15
"897","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-08,11.8
"898","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-09,10.53
"899","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-10,9.82
"900","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-11,11.13
"901","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-12,11.69
"902","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-13,11.26
"903","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-14,12.52
"904","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-15,12.03
"905","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-16,11.06
"906","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-17,11.95
"907","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-18,11.24
"908","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-19,11.59
"909","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-20,11.46
"910","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-21,13.12
"911","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-22,10.94
"912","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-23,11.57
"913","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-24,11.77
"914","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-25,10.62
"915","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-26,11.62
"916","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-27,11.3
"917","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-28,13.52
"918","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-29,11.23
"919","city","Pune","driving","पुणे|पुना",NA,"India",2020-04-30,12.29
"920","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-01,13.23
"921","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-02,13.77
"922","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-03,14.74
"923","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-04,16.56
"924","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-05,16.85
"925","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-06,17.48
"926","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-07,18.37
"927","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-08,20.68
"928","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-09,19.2
"929","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-10,19.79
"930","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-11,NA
"931","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-12,NA
"932","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-13,19.63
"933","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-14,20.79
"934","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-15,23.18
"935","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-16,21.59
"936","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-17,22.05
"937","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-18,21.44
"938","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-19,22.48
"939","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-20,20.53
"940","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-21,20.82
"941","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-22,23.63
"942","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-23,24.04
"943","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-24,22.84
"944","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-25,24.29
"945","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-26,24.98
"946","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-27,24.78
"947","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-28,25.37
"948","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-29,26.25
"949","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-30,27.94
"950","city","Pune","driving","पुणे|पुना",NA,"India",2020-05-31,26.14
"951","city","Pune","driving","पुणे|पुना",NA,"India",2020-06-01,28.13
"952","city","Pune","driving","पुणे|पुना",NA,"India",2020-06-02,25.64
"953","city","Pune","driving","पुणे|पुना",NA,"India",2020-06-03,21.76
"954","city","Pune","driving","पुणे|पुना",NA,"India",2020-06-04,27.74
"955","city","Pune","driving","पुणे|पुना",NA,"India",2020-06-05,32.9
"956","city","Pune","driving","पुणे|पुना",NA,"India",2020-06-06,35.86
"957","city","Pune","driving","पुणे|पुना",NA,"India",2020-06-07,36.53
"958","city","Pune","driving","पुणे|पुना",NA,"India",2020-06-08,37.47
"959","city","Pune","driving","पुणे|पुना",NA,"India",2020-06-09,36.48
"960","city","Pune","driving","पुणे|पुना",NA,"India",2020-06-10,39.12
"961","city","Pune","driving","पुणे|पुना",NA,"India",2020-06-11,38.35
"962","city","Pune","driving","पुणे|पुना",NA,"India",2020-06-12,40.82
"963","city","Pune","driving","पुणे|पुना",NA,"India",2020-06-13,48.59
"964","city","Pune","driving","पुणे|पुना",NA,"India",2020-06-14,37.26
"965","city","Pune","driving","पुणे|पुना",NA,"India",2020-06-15,38.36
"966","city","Pune","driving","पुणे|पुना",NA,"India",2020-06-16,38.16
"967","city","Pune","driving","पुणे|पुना",NA,"India",2020-06-17,41.13
"968","city","Pune","driving","पुणे|पुना",NA,"India",2020-06-18,40.28
"969","city","Pune","driving","पुणे|पुना",NA,"India",2020-06-19,44.82
"970","city","Pune","driving","पुणे|पुना",NA,"India",2020-06-20,42.29
"971","city","Pune","driving","पुणे|पुना",NA,"India",2020-06-21,43.63
"972","city","Pune","driving","पुणे|पुना",NA,"India",2020-06-22,47.62
