State,Date,Retail and Recreation,Grocery and Pharmacy,Parks,Transit,Workplaces,Residential,Confirmed,Recovered,Deceased
Karnataka,2020-06-16,-50,2,-63,-27,-40,16,317,322,7
Karnataka,2020-06-17,-50,3,-63,-26,-40,16,204,348,8
Karnataka,2020-06-18,-49,2,-62,-27,-40,16,210,176,12
Karnataka,2020-06-19,-50,4,-62,-28,-38,16,337,230,9
Karnataka,2020-06-20,-51,0,-64,-26,-19,10,416,183,9
Karnataka,2020-06-21,-65,-29,-70,-41,-15,15,453,226,5
Karnataka,2020-06-22,-48,4,-62,-28,-38,16,249,111,5
Karnataka,2020-06-23,-49,5,-63,-27,-41,16,322,274,8
Kerala,2020-03-21,-36,8,-31,-30,-16,12,12,0,0
Kerala,2020-03-22,-79,-81,-56,-68,-34,27,15,0,0
Kerala,2020-03-23,-46,-9,-27,-42,-38,19,28,0,0
Kerala,2020-03-24,-70,-52,-35,-59,-59,26,14,1,0
Kerala,2020-03-25,-75,-55,-41,-64,-66,31,9,0,0
Kerala,2020-03-26,-77,-63,-43,-67,-66,33,19,7,0
Kerala,2020-03-27,-78,-65,-49,-69,-65,35,39,0,0
Kerala,2020-03-28,-80,-66,-53,-70,-60,35,6,1,1
Kerala,2020-03-29,-78,-70,-56,-68,-30,28,20,4,0
Kerala,2020-03-30,-77,-62,-45,-68,-63,35,32,4,0
Kerala,2020-03-31,-76,-63,-43,-66,-63,32,7,4,1
Kerala,2020-04-01,-76,-62,-41,-66,-64,32,24,2,0
Kerala,2020-04-02,-76,-61,-42,-66,-63,33,21,2,0
Kerala,2020-04-03,-76,-61,-47,-67,-62,34,9,14,0
Kerala,2020-04-04,-78,-61,-51,-68,-54,33,11,8,0
Kerala,2020-04-05,-77,-67,-56,-67,-25,27,8,6,0
Kerala,2020-04-06,-76,-57,-36,-65,-61,34,13,3,0
Kerala,2020-04-07,-80,-48,-20,-54,-63,31,9,12,0
Kerala,2020-04-08,-80,-45,-21,-55,-63,32,9,13,0
Kerala,2020-04-09,-80,-46,-23,-55,-64,34,12,13,0
Kerala,2020-04-10,-83,-58,-31,-61,-67,38,7,27,0
Kerala,2020-04-11,-81,-42,-33,-56,-56,34,10,19,1
Kerala,2020-04-12,-79,-46,-39,-54,-20,27,2,36,0
Kerala,2020-04-13,-77,-34,-21,-53,-59,34,3,19,0
Kerala,2020-04-14,-81,-58,-21,-57,-68,34,8,13,0
Kerala,2020-04-15,-79,-41,-13,-52,-60,31,1,7,0
Kerala,2020-04-16,-86,-32,-7,-49,-59,32,7,27,0
Kerala,2020-04-17,-87,-34,-16,-52,-58,33,1,10,0
Kerala,2020-04-18,-88,-39,-25,-55,-50,32,4,2,0
Kerala,2020-04-19,-86,-34,-31,-49,-16,25,2,13,0
Kerala,2020-04-20,-85,-33,-9,-50,-53,31,6,21,0
Kerala,2020-04-21,-85,-33,-8,-48,-55,29,19,16,0
Kerala,2020-04-22,-85,-31,-7,-48,-55,29,11,1,0
Kerala,2020-04-23,-86,-31,-9,-49,-55,30,10,8,0
Kerala,2020-04-24,-86,-31,-19,-52,-54,32,3,15,1
Kerala,2020-04-25,-87,-34,-25,-53,-48,32,7,7,0
Kerala,2020-04-26,-85,-32,-32,-50,-14,25,11,4,0
Kerala,2020-04-27,-84,-27,-11,-49,-49,30,13,13,0
Kerala,2020-04-28,-84,-31,-10,-48,-52,27,4,4,0
Kerala,2020-04-29,-84,-25,-6,-45,-51,28,10,10,0
Kerala,2020-04-30,-83,-27,-8,-46,-50,29,2,14,0
Kerala,2020-05-01,-85,-34,-19,-53,-58,33,0,9,0
Kerala,2020-05-02,-84,-27,-24,-50,-41,29,2,8,0
Kerala,2020-05-03,-86,-39,-31,-52,-14,25,0,1,0
Kerala,2020-05-04,-79,-15,-9,-44,-41,26,0,61,0
Kerala,2020-05-05,-79,-16,-6,-41,-43,24,3,0,0
Kerala,2020-05-06,-77,-8,-2,-37,-41,23,0,7,0
Kerala,2020-05-07,-76,-9,-2,-36,-41,23,0,5,0
Kerala,2020-05-08,-76,-8,-10,-38,-38,23,1,10,0
Kerala,2020-05-09,-76,-2,-16,-37,-33,23,2,1,0
Kerala,2020-05-10,-90,-64,-32,-60,-22,28,7,4,0
Kerala,2020-05-11,-72,6,-1,-33,-34,21,7,0,0
Kerala,2020-05-12,-73,-2,1,-32,-37,21,5,0,0
Kerala,2020-05-13,-73,0,3,-31,-36,20,10,1,0
Kerala,2020-05-14,-73,-4,-1,-33,-35,20,26,3,0
Kerala,2020-05-15,-73,-1,-8,-35,-33,21,16,0,0
Kerala,2020-05-16,-72,8,-12,-32,-24,19,11,4,0
Kerala,2020-05-17,-90,-63,-33,-60,-19,27,14,0,0
Kerala,2020-05-18,-70,5,-2,-32,-30,20,29,0,0
Kerala,2020-05-19,-68,5,0,-29,-32,19,12,0,0
Kerala,2020-05-20,-65,11,4,-25,-31,18,24,5,0
Kerala,2020-05-21,-66,8,1,-26,-30,19,24,8,0
Kerala,2020-05-22,-66,14,-8,-28,-28,19,42,2,1
Kerala,2020-05-23,-66,18,-12,-27,-23,18,62,3,0
Kerala,2020-05-24,-82,-36,-18,-44,-12,19,53,5,1
Kerala,2020-05-25,-64,11,5,-26,-30,18,49,12,0
Kerala,2020-05-26,-64,8,3,-24,-28,16,67,10,1
Kerala,2020-05-27,-63,12,7,-22,-27,16,40,10,0
Kerala,2020-05-28,-63,11,7,-21,-26,16,85,3,1
Kerala,2020-05-29,-64,12,-3,-25,-24,17,62,10,1
Kerala,2020-05-30,-62,22,-9,-22,-14,14,58,10,1
Kerala,2020-05-31,-86,-53,-24,-51,-10,22,61,15,0
Kerala,2020-06-01,-60,22,4,-20,-23,16,57,18,1
Kerala,2020-06-02,-60,16,4,-21,-25,16,86,19,1
Kerala,2020-06-03,-59,22,8,-17,-25,15,82,24,0
Kerala,2020-06-04,-61,17,5,-18,-25,16,94,39,3
Kerala,2020-06-05,-60,13,-5,-24,-23,17,111,22,0
Kerala,2020-06-06,-61,18,-12,-25,-15,16,108,50,1
Kerala,2020-06-07,-85,-53,-25,-52,-10,23,107,41,0
Kerala,2020-06-08,-55,27,4,-19,-21,15,91,11,1
Kerala,2020-06-09,-56,16,4,-20,-23,15,91,34,0
Kerala,2020-06-10,-57,15,5,-20,-24,15,65,57,1
Kerala,2020-06-11,-56,16,5,-20,-24,16,83,62,1
Kerala,2020-06-12,-57,15,-6,-24,-22,17,78,32,1
Kerala,2020-06-13,-58,19,-10,-25,-19,16,85,46,0
Kerala,2020-06-14,-84,-50,-24,-51,-10,22,54,56,0
Kerala,2020-06-15,-52,24,5,-20,-21,15,82,73,1
Kerala,2020-06-16,-53,17,5,-19,-23,15,79,60,0
Kerala,2020-06-17,-54,17,5,-19,-24,15,75,90,0
Kerala,2020-06-18,-55,14,5,-20,-24,16,97,89,1
Kerala,2020-06-19,-57,10,-7,-26,-22,17,118,96,0
Kerala,2020-06-20,-55,22,-8,-23,-14,15,127,57,0
Kerala,2020-06-21,-76,-28,-22,-43,-5,20,133,93,0
Kerala,2020-06-22,-53,17,3,-22,-23,17,138,88,0
Kerala,2020-06-23,-52,17,7,-18,-25,15,141,60,1
Lakshadweep,2020-03-21,NA,NA,18,NA,-9,NA,0,0,0
Lakshadweep,2020-03-22,NA,NA,1,NA,-31,NA,0,0,0
Lakshadweep,2020-03-23,NA,NA,15,NA,-32,NA,0,0,0
Lakshadweep,2020-03-24,NA,NA,12,NA,-11,NA,0,0,0
Lakshadweep,2020-03-25,NA,NA,-6,NA,-28,NA,0,0,0
Lakshadweep,2020-03-26,NA,NA,-16,NA,-31,NA,0,0,0
Lakshadweep,2020-03-27,NA,NA,-19,NA,-32,NA,0,0,0
Lakshadweep,2020-03-28,NA,NA,-22,NA,-33,NA,0,0,0
Lakshadweep,2020-03-29,NA,NA,-22,NA,-37,NA,0,0,0
Lakshadweep,2020-03-30,NA,NA,-23,NA,-32,NA,0,0,0
Lakshadweep,2020-03-31,NA,NA,-23,NA,-31,NA,0,0,0
Lakshadweep,2020-04-01,NA,NA,-24,NA,-39,NA,0,0,0
Lakshadweep,2020-04-02,NA,NA,-12,NA,-31,NA,0,0,0
Lakshadweep,2020-04-03,NA,NA,-23,NA,-23,NA,0,0,0
Lakshadweep,2020-04-04,NA,NA,-24,NA,-29,NA,0,0,0
Lakshadweep,2020-04-05,NA,NA,-25,NA,-27,NA,0,0,0
Lakshadweep,2020-04-06,NA,NA,-20,NA,-28,NA,0,0,0
Lakshadweep,2020-04-07,NA,NA,-4,NA,-28,NA,0,0,0
Lakshadweep,2020-04-08,NA,NA,-7,NA,-29,NA,0,0,0
Lakshadweep,2020-04-09,NA,NA,-8,NA,-30,NA,0,0,0
Lakshadweep,2020-04-10,NA,NA,-1,NA,-29,NA,0,0,0
Lakshadweep,2020-04-11,NA,NA,-3,NA,-24,NA,0,0,0
Lakshadweep,2020-04-12,NA,NA,-6,NA,-25,NA,0,0,0
Lakshadweep,2020-04-13,NA,NA,-3,NA,-21,NA,0,0,0
Lakshadweep,2020-04-14,NA,NA,-2,NA,-39,NA,0,0,0
Lakshadweep,2020-04-15,NA,NA,6,NA,-18,NA,0,0,0
Lakshadweep,2020-04-16,NA,NA,20,NA,-19,NA,0,0,0
Lakshadweep,2020-04-17,NA,NA,15,NA,-16,NA,0,0,0
Lakshadweep,2020-04-18,NA,NA,9,NA,-14,NA,0,0,0
Lakshadweep,2020-04-19,NA,NA,13,NA,-17,NA,0,0,0
Lakshadweep,2020-04-20,NA,NA,18,NA,-13,NA,0,0,0
Lakshadweep,2020-04-21,NA,NA,24,NA,-7,NA,0,0,0
Lakshadweep,2020-04-22,NA,NA,20,NA,-11,NA,0,0,0
Lakshadweep,2020-04-23,NA,NA,33,NA,-7,NA,0,0,0
Lakshadweep,2020-04-24,NA,NA,24,NA,-3,NA,0,0,0
Lakshadweep,2020-04-25,NA,NA,11,NA,-25,NA,0,0,0
Lakshadweep,2020-04-26,NA,NA,18,NA,-20,NA,0,0,0
Lakshadweep,2020-04-27,NA,NA,20,NA,-14,NA,0,0,0
Lakshadweep,2020-04-28,NA,NA,21,NA,-12,NA,0,0,0
Lakshadweep,2020-04-29,NA,NA,21,NA,-16,NA,0,0,0
Lakshadweep,2020-04-30,NA,NA,14,NA,-13,NA,0,0,0
Lakshadweep,2020-05-01,NA,NA,17,NA,-3,NA,0,0,0
Lakshadweep,2020-05-02,NA,NA,24,NA,-12,NA,0,0,0
Lakshadweep,2020-05-03,NA,NA,19,NA,-11,NA,0,0,0
Lakshadweep,2020-05-04,NA,NA,25,NA,-12,NA,0,0,0
Lakshadweep,2020-05-05,NA,NA,21,NA,-13,NA,0,0,0
Lakshadweep,2020-05-06,NA,NA,27,NA,-11,NA,0,0,0
Lakshadweep,2020-05-07,NA,NA,33,NA,-29,NA,0,0,0
Lakshadweep,2020-05-08,NA,NA,34,NA,-4,NA,0,0,0
Lakshadweep,2020-05-09,NA,NA,30,NA,-9,NA,0,0,0
Lakshadweep,2020-05-10,NA,NA,30,NA,-9,NA,0,0,0
Lakshadweep,2020-05-11,NA,NA,33,NA,-6,NA,0,0,0
Lakshadweep,2020-05-12,NA,NA,30,NA,-11,NA,0,0,0
Lakshadweep,2020-05-13,NA,NA,29,NA,-15,NA,0,0,0
Lakshadweep,2020-05-14,NA,NA,36,NA,-8,NA,0,0,0
Lakshadweep,2020-05-15,NA,NA,35,NA,3,NA,0,0,0
Lakshadweep,2020-05-16,NA,NA,29,NA,-9,NA,0,0,0
Lakshadweep,2020-05-17,NA,NA,30,NA,-7,NA,0,0,0
Lakshadweep,2020-05-18,NA,NA,32,NA,-3,NA,0,0,0
Lakshadweep,2020-05-19,NA,NA,38,NA,-6,NA,0,0,0
Lakshadweep,2020-05-20,NA,NA,36,NA,-11,NA,0,0,0
Lakshadweep,2020-05-21,NA,NA,44,NA,-26,NA,0,0,0
Lakshadweep,2020-05-22,NA,NA,44,NA,1,NA,0,0,0
Lakshadweep,2020-05-23,NA,NA,29,NA,-15,NA,0,0,0
Lakshadweep,2020-05-24,NA,NA,40,NA,-6,NA,0,0,0
Lakshadweep,2020-05-25,NA,NA,54,NA,-33,NA,0,0,0
Lakshadweep,2020-05-26,NA,NA,41,NA,-7,NA,0,0,0
Lakshadweep,2020-05-27,NA,NA,42,NA,-9,NA,0,0,0
Lakshadweep,2020-05-28,NA,NA,44,NA,-1,NA,0,0,0
Lakshadweep,2020-05-29,NA,NA,35,NA,10,NA,0,0,0
Lakshadweep,2020-05-30,NA,NA,20,NA,-6,NA,0,0,0
Lakshadweep,2020-05-31,NA,NA,34,NA,-5,NA,0,0,0
Lakshadweep,2020-06-01,NA,NA,23,NA,-5,NA,0,0,0
Lakshadweep,2020-06-02,NA,NA,27,NA,-1,NA,0,0,0
Lakshadweep,2020-06-03,NA,NA,33,NA,-4,NA,0,0,0
Lakshadweep,2020-06-04,NA,NA,36,NA,-1,NA,0,0,0
Lakshadweep,2020-06-05,NA,NA,41,NA,5,NA,0,0,0
Lakshadweep,2020-06-06,NA,NA,24,NA,-12,NA,0,0,0
Lakshadweep,2020-06-07,NA,NA,31,NA,-13,NA,0,0,0
Lakshadweep,2020-06-08,NA,NA,34,NA,3,NA,0,0,0
Lakshadweep,2020-06-09,NA,NA,34,NA,5,NA,0,0,0
Lakshadweep,2020-06-10,NA,NA,32,NA,1,NA,0,0,0
Lakshadweep,2020-06-11,NA,NA,28,NA,2,NA,0,0,0
Lakshadweep,2020-06-12,NA,NA,36,NA,15,NA,0,0,0
Lakshadweep,2020-06-13,NA,NA,26,NA,-4,NA,0,0,0
Lakshadweep,2020-06-14,NA,NA,34,NA,-2,NA,0,0,0
Lakshadweep,2020-06-15,NA,NA,36,NA,3,NA,0,0,0
Lakshadweep,2020-06-16,NA,NA,39,NA,3,NA,0,0,0
Lakshadweep,2020-06-17,NA,NA,25,NA,-3,NA,0,0,0
Lakshadweep,2020-06-18,NA,NA,26,NA,3,NA,0,0,0
Lakshadweep,2020-06-19,NA,NA,21,NA,16,NA,0,0,0
Lakshadweep,2020-06-20,NA,NA,22,NA,-2,NA,0,0,0
Lakshadweep,2020-06-21,NA,NA,21,NA,-3,NA,0,0,0
Lakshadweep,2020-06-22,NA,NA,19,NA,0,NA,0,0,0
Lakshadweep,2020-06-23,NA,NA,23,NA,2,NA,0,0,0
Madhya Pradesh,2020-03-21,-25,-3,-15,-17,-14,6,0,0,0
Madhya Pradesh,2020-03-22,-73,-74,-52,-66,-44,20,2,0,0
Madhya Pradesh,2020-03-23,-58,-48,-36,-59,-47,18,0,0,0
Madhya Pradesh,2020-03-24,-67,-60,-45,-67,-60,23,1,0,0
Madhya Pradesh,2020-03-25,-74,-69,-52,-72,-64,26,8,0,1
Madhya Pradesh,2020-03-26,-73,-66,-49,-71,-63,25,5,0,0
Madhya Pradesh,2020-03-27,-73,-69,-51,-73,-63,27,9,0,1
Madhya Pradesh,2020-03-28,-74,-68,-51,-73,-61,26,10,0,0
Madhya Pradesh,2020-03-29,-73,-68,-53,-72,-42,20,0,0,0
Madhya Pradesh,2020-03-30,-74,-69,-51,-74,-62,26,8,0,2
Madhya Pradesh,2020-03-31,-74,-69,-51,-74,-62,26,19,0,1
Madhya Pradesh,2020-04-01,-76,-72,-53,-74,-64,26,32,0,1
Madhya Pradesh,2020-04-02,-75,-72,-51,-75,-65,27,9,0,2
Madhya Pradesh,2020-04-03,-74,-70,-50,-73,-61,26,47,0,0
Madhya Pradesh,2020-04-04,-75,-70,-52,-74,-58,26,25,0,3
Madhya Pradesh,2020-04-05,-73,-69,-53,-73,-39,19,14,3,2
Madhya Pradesh,2020-04-06,-76,-71,-53,-74,-64,27,63,8,2
Madhya Pradesh,2020-04-07,-77,-61,-54,-69,-62,26,34,10,6
Madhya Pradesh,2020-04-08,-78,-62,-56,-70,-63,27,51,4,3
Madhya Pradesh,2020-04-09,-78,-63,-55,-71,-64,28,70,0,9
Madhya Pradesh,2020-04-10,-78,-63,-56,-72,-65,29,40,12,4
Madhya Pradesh,2020-04-11,-78,-62,-57,-72,-62,29,78,1,4
Madhya Pradesh,2020-04-12,-78,-63,-59,-71,-42,22,33,3,3
Madhya Pradesh,2020-04-13,-77,-60,-56,-71,-61,29,52,10,7
Madhya Pradesh,2020-04-14,-76,-59,-54,-70,-63,27,127,13,3
Madhya Pradesh,2020-04-15,-76,-54,-54,-66,-58,26,197,0,0
Madhya Pradesh,2020-04-16,-84,-46,-70,-65,-60,27,226,6,2
Madhya Pradesh,2020-04-17,-84,-46,-70,-66,-59,28,146,0,14
Madhya Pradesh,2020-04-18,-86,-52,-73,-68,-57,27,92,57,0
Madhya Pradesh,2020-04-19,-85,-55,-75,-68,-40,21,5,4,3
Madhya Pradesh,2020-04-20,-85,-50,-72,-67,-58,27,78,7,4
Madhya Pradesh,2020-04-21,-84,-47,-72,-66,-58,26,67,10,4
Madhya Pradesh,2020-04-22,-84,-48,-72,-66,-57,26,35,4,0
Madhya Pradesh,2020-04-23,-84,-48,-71,-66,-58,27,100,51,3
Madhya Pradesh,2020-04-24,-84,-48,-72,-66,-57,27,159,7,9
Madhya Pradesh,2020-04-25,-85,-48,-73,-67,-56,28,99,71,7
Madhya Pradesh,2020-04-26,-85,-52,-75,-68,-38,22,145,21,4
Madhya Pradesh,2020-04-27,-85,-49,-72,-67,-57,28,75,55,7
Madhya Pradesh,2020-04-28,-84,-46,-71,-66,-57,26,222,16,10
Madhya Pradesh,2020-04-29,-83,-45,-71,-64,-55,26,173,88,10
Madhya Pradesh,2020-04-30,-83,-46,-69,-64,-55,27,65,21,7
Madhya Pradesh,2020-05-01,-83,-47,-70,-65,-55,27,90,42,8
Madhya Pradesh,2020-05-02,-84,-46,-71,-65,-52,26,73,100,6
Madhya Pradesh,2020-05-03,-83,-49,-73,-65,-35,20,49,174,5
Madhya Pradesh,2020-05-04,-82,-41,-70,-62,-51,25,105,58,9
Madhya Pradesh,2020-05-05,-81,-38,-69,-61,-51,24,107,144,11
Madhya Pradesh,2020-05-06,-80,-35,-69,-57,-49,23,89,99,9
Madhya Pradesh,2020-05-07,-80,-36,-67,-57,-53,24,114,132,8
Madhya Pradesh,2020-05-08,-79,-34,-68,-56,-48,24,89,118,7
Madhya Pradesh,2020-05-09,-80,-37,-69,-57,-49,24,116,131,11
Madhya Pradesh,2020-05-10,-80,-41,-72,-58,-29,18,157,196,4
Madhya Pradesh,2020-05-11,-78,-33,-67,-54,-47,23,171,71,6
Madhya Pradesh,2020-05-12,-77,-31,-67,-53,-47,23,201,113,4
Madhya Pradesh,2020-05-13,-77,-30,-67,-51,-45,22,187,144,7
Madhya Pradesh,2020-05-14,-76,-29,-65,-50,-45,21,253,167,5
Madhya Pradesh,2020-05-15,-76,-28,-65,-49,-44,21,169,112,2
Madhya Pradesh,2020-05-16,-77,-29,-67,-51,-42,22,195,32,4
Madhya Pradesh,2020-05-17,-78,-36,-70,-54,-25,17,187,88,5
Madhya Pradesh,2020-05-18,-76,-27,-66,-51,-42,21,259,32,4
Madhya Pradesh,2020-05-19,-76,-26,-65,-50,-43,21,229,196,6
Madhya Pradesh,2020-05-20,-75,-23,-65,-48,-41,21,270,103,9
Madhya Pradesh,2020-05-21,-74,-22,-64,-46,-40,21,246,110,4
Madhya Pradesh,2020-05-22,-74,-22,-64,-46,-39,20,189,245,1
Madhya Pradesh,2020-05-23,-75,-23,-66,-50,-38,20,201,178,9
Madhya Pradesh,2020-05-24,-75,-28,-69,-52,-20,16,294,141,9
Madhya Pradesh,2020-05-25,-76,-27,-65,-53,-48,23,194,163,10
Madhya Pradesh,2020-05-26,-74,-20,-65,-48,-38,19,165,118,5
Madhya Pradesh,2020-05-27,-72,-16,-65,-45,-36,18,237,238,8
Madhya Pradesh,2020-05-28,-72,-16,-64,-45,-36,18,192,123,8
Madhya Pradesh,2020-05-29,-71,-14,-64,-45,-34,18,192,219,13
Madhya Pradesh,2020-05-30,-72,-15,-66,-47,-30,17,246,175,9
Madhya Pradesh,2020-05-31,-73,-21,-68,-49,-14,14,198,398,7
Madhya Pradesh,2020-06-01,-67,-5,-63,-41,-31,16,194,161,8
Madhya Pradesh,2020-06-02,-66,-3,-62,-38,-31,15,137,218,6
Madhya Pradesh,2020-06-03,-65,1,-63,-35,-30,14,168,224,7
Madhya Pradesh,2020-06-04,-69,-12,-64,-42,-33,17,174,192,6
Madhya Pradesh,2020-06-05,-63,3,-62,-34,-28,14,234,241,7
Madhya Pradesh,2020-06-06,-64,2,-64,-36,-25,13,232,230,15
Madhya Pradesh,2020-06-07,-67,-13,-66,-41,-14,11,173,223,13
Madhya Pradesh,2020-06-08,-60,7,-62,-33,-28,13,237,205,2
Madhya Pradesh,2020-06-09,-61,3,-62,-34,-29,13,211,193,6
Madhya Pradesh,2020-06-10,-60,8,-62,-31,-27,12,200,163,7
Madhya Pradesh,2020-06-11,-58,10,-61,-31,-28,12,192,150,4
Madhya Pradesh,2020-06-12,-57,13,-61,-30,-27,12,202,159,9
Madhya Pradesh,2020-06-13,-59,8,-62,-33,-30,12,198,176,7
Madhya Pradesh,2020-06-14,-64,-8,-65,-38,-16,10,161,300,12
Madhya Pradesh,2020-06-15,-57,10,-61,-32,-29,11,133,226,6
Madhya Pradesh,2020-06-16,-57,9,-61,-32,-29,11,148,249,11
Madhya Pradesh,2020-06-17,-57,12,-62,-30,-28,11,161,236,6
Madhya Pradesh,2020-06-18,-57,8,-61,-32,-29,11,182,244,4
Madhya Pradesh,2020-06-19,-55,12,-61,-30,-28,11,156,116,9
Madhya Pradesh,2020-06-20,-58,7,-62,-33,-28,10,142,132,6
Madhya Pradesh,2020-06-21,-69,-25,-67,-46,-21,13,179,135,14
Madhya Pradesh,2020-06-22,-54,15,-61,-30,-28,11,175,200,6
Madhya Pradesh,2020-06-23,-54,14,-61,-30,-29,11,183,120,4
Maharashtra,2020-03-21,-60,-26,-42,-45,-43,17,12,0,0
Maharashtra,2020-03-22,-86,-84,-70,-78,-62,26,10,0,1
Maharashtra,2020-03-23,-69,-39,-51,-69,-69,29,23,0,0
Maharashtra,2020-03-24,-76,-50,-58,-76,-77,34,10,0,0
Maharashtra,2020-03-25,-82,-67,-63,-81,-81,37,15,1,0
Maharashtra,2020-03-26,-80,-63,-61,-79,-78,36,3,0,1
Maharashtra,2020-03-27,-80,-62,-61,-79,-77,36,31,18,1
Maharashtra,2020-03-28,-82,-66,-64,-79,-74,34,30,6,2
Maharashtra,2020-03-29,-82,-68,-67,-77,-57,25,17,0,1
Maharashtra,2020-03-30,-79,-63,-61,-79,-76,35,17,14,2
Maharashtra,2020-03-31,-80,-64,-61,-80,-76,35,82,0,1
Maharashtra,2020-04-01,-80,-65,-61,-80,-77,35,33,0,3
Maharashtra,2020-04-02,-81,-66,-62,-81,-79,37,88,3,8
Maharashtra,2020-04-03,-80,-64,-61,-80,-76,36,64,8,5
Maharashtra,2020-04-04,-82,-66,-64,-79,-71,34,148,2,6
Maharashtra,2020-04-05,-82,-68,-67,-78,-55,25,112,4,13
Maharashtra,2020-04-06,-80,-64,-61,-80,-78,36,121,14,7
Maharashtra,2020-04-07,-82,-54,-64,-76,-76,35,150,9,12
Maharashtra,2020-04-08,-83,-57,-65,-76,-76,35,117,38,8
Maharashtra,2020-04-09,-83,-55,-65,-77,-77,37,229,8,25
Maharashtra,2020-04-10,-83,-56,-66,-78,-79,39,210,63,12
Maharashtra,2020-04-11,-85,-60,-69,-77,-73,36,187,20,17
Maharashtra,2020-04-12,-85,-63,-71,-75,-56,25,221,9,22
Maharashtra,2020-04-13,-82,-57,-65,-77,-75,37,352,12,11
Maharashtra,2020-04-14,-83,-59,-65,-78,-78,37,346,30,18
Maharashtra,2020-04-15,-82,-53,-64,-75,-74,35,236,36,9
Maharashtra,2020-04-16,-87,-49,-73,-75,-75,36,285,5,7
Maharashtra,2020-04-17,-87,-49,-73,-75,-74,37,120,31,7
Maharashtra,2020-04-18,-89,-56,-78,-75,-69,34,327,34,10
Maharashtra,2020-04-19,-89,-58,-79,-73,-53,25,552,142,12
Maharashtra,2020-04-20,-87,-52,-74,-75,-73,36,466,65,9
Maharashtra,2020-04-21,-87,-52,-74,-75,-74,36,552,150,19
Maharashtra,2020-04-22,-87,-53,-74,-75,-74,36,431,67,18
Maharashtra,2020-04-23,-88,-54,-75,-76,-74,37,778,51,14
Maharashtra,2020-04-24,-87,-51,-75,-76,-74,37,390,117,18
Maharashtra,2020-04-25,-89,-54,-78,-75,-70,35,811,119,22
Maharashtra,2020-04-26,-89,-59,-79,-74,-53,26,440,112,19
Maharashtra,2020-04-27,-87,-53,-74,-76,-73,37,522,94,27
Maharashtra,2020-04-28,-87,-52,-74,-75,-74,36,728,106,31
Maharashtra,2020-04-29,-87,-52,-74,-74,-73,36,597,205,32
Maharashtra,2020-04-30,-87,-52,-74,-75,-73,36,583,180,27
Maharashtra,2020-05-01,-87,-53,-75,-76,-77,38,1008,106,26
Maharashtra,2020-05-02,-88,-54,-77,-74,-67,34,790,121,36
Maharashtra,2020-05-03,-88,-57,-79,-72,-50,25,678,115,27
Maharashtra,2020-05-04,-84,-44,-73,-71,-70,34,1567,350,35
Maharashtra,2020-05-05,-84,-44,-73,-70,-70,34,984,354,34
Maharashtra,2020-05-06,-83,-41,-72,-68,-68,33,1233,275,34
Maharashtra,2020-05-07,-83,-43,-72,-70,-71,34,1216,207,43
Maharashtra,2020-05-08,-82,-37,-72,-68,-67,34,1089,169,37
Maharashtra,2020-05-09,-85,-44,-75,-68,-64,32,1165,330,48
Maharashtra,2020-05-10,-85,-50,-77,-67,-44,23,1943,399,53
Maharashtra,2020-05-11,-82,-41,-71,-68,-67,33,1230,587,36
Maharashtra,2020-05-12,-82,-40,-71,-68,-67,33,1026,339,53
Maharashtra,2020-05-13,-82,-40,-71,-66,-66,32,1495,422,54
Maharashtra,2020-05-14,-81,-40,-71,-68,-66,31,1602,542,44
Maharashtra,2020-05-15,-81,-37,-70,-66,-65,32,1576,475,49
Maharashtra,2020-05-16,-83,-41,-73,-66,-59,29,1606,524,67
Maharashtra,2020-05-17,-83,-46,-76,-65,-41,21,2347,600,63
Maharashtra,2020-05-18,-80,-36,-70,-67,-63,31,2005,749,51
Maharashtra,2020-05-19,-80,-37,-71,-67,-64,31,2078,1202,76
Maharashtra,2020-05-20,-80,-35,-70,-65,-63,31,2161,679,65
Maharashtra,2020-05-21,-80,-35,-70,-66,-63,31,2345,1408,64
Maharashtra,2020-05-22,-80,-34,-71,-66,-61,31,2940,857,63
Maharashtra,2020-05-23,-81,-37,-74,-65,-57,29,2608,821,60
Maharashtra,2020-05-24,-81,-40,-75,-62,-36,20,3041,1196,58
Maharashtra,2020-05-25,-80,-38,-70,-68,-67,32,2436,1186,60
Maharashtra,2020-05-26,-78,-34,-70,-65,-60,29,2091,1168,97
Maharashtra,2020-05-27,-78,-32,-69,-63,-59,28,2190,964,105
Maharashtra,2020-05-28,-78,-32,-70,-64,-59,29,2598,698,85
Maharashtra,2020-05-29,-78,-30,-70,-64,-58,30,2682,8381,116
Maharashtra,2020-05-30,-79,-33,-73,-62,-50,26,2940,1084,99
Maharashtra,2020-05-31,-79,-38,-75,-61,-29,19,2487,1248,89
Maharashtra,2020-06-01,-75,-27,-69,-61,-55,27,2358,779,76
Maharashtra,2020-06-02,-76,-28,-70,-62,-56,27,2287,1225,103
Maharashtra,2020-06-03,-82,-46,-73,-69,-61,30,2560,996,122
Maharashtra,2020-06-04,-76,-29,-71,-62,-58,26,2933,1352,123
Maharashtra,2020-06-05,-73,-21,-68,-59,-54,26,2436,1466,139
Maharashtra,2020-06-06,-74,-24,-71,-57,-46,23,2739,2243,120
Maharashtra,2020-06-07,-75,-28,-72,-55,-26,17,3007,1924,91
