Date,Andaman and Nicobar Islands,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Dadra and Nagar Haveli,Daman and Diu,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu and Kashmir,Jharkhand,Karnataka,Kerala,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal
2020-04-15,NA,-46,-44,-55,-35,-81,-40,-49,-57,-68,-57,-59,-54,-50,44,-49,-50,-41,NA,-54,-53,-51,-76,-46,-69,-46,-58,-57,-46,-63,-51,-52,-46,-42,-47,-48
2020-04-16,NA,-39,-41,-48,-19,-80,-25,-41,-53,-66,-54,-53,-46,-40,68,-38,-46,-32,NA,-46,-49,-40,-46,-38,-54,-44,-54,-49,-35,-65,-46,-47,-36,-32,-39,-37
2020-04-17,NA,-40,-40,-47,-16,-79,-41,-37,-53,-66,-55,-53,-47,-44,83,-38,-45,-34,NA,-46,-49,-43,-67,-40,-58,-41,-52,-49,-35,-59,-44,-48,-35,-32,-39,-39
2020-04-18,NA,-45,-45,-56,-23,-82,-48,-44,-60,-71,-63,-60,-50,-51,82,-46,-52,-39,NA,-52,-56,-48,-57,-39,-66,-51,-58,-53,-40,-59,-50,-54,-42,-39,-44,-45
2020-04-19,NA,-46,-48,-51,-25,-83,-47,-41,-64,-71,-63,-63,-51,-50,77,-46,-52,-34,NA,-55,-58,-38,-60,-4,-32,-48,-60,-55,-44,-65,-51,-50,-38,-40,-48,-43
2020-04-20,NA,-47,-43,-52,-23,-79,-31,-41,-57,-66,-55,-57,-44,-43,91,-43,-49,-33,NA,-50,-52,-43,-55,-37,-55,-45,-53,-49,-41,-60,-48,-53,-43,-36,-39,-45
2020-04-21,NA,-44,-40,-49,-24,-79,-27,-34,-53,-68,-51,-57,-44,-40,88,-45,-47,-33,NA,-47,-52,-33,-58,-33,-59,-49,-54,-49,-37,-62,-45,-53,-36,-35,-39,-49
2020-04-22,NA,-45,-42,-44,-15,-81,-27,-35,-55,-67,-53,-58,-46,-44,73,-41,-48,-31,NA,-48,-53,-33,-57,-37,-58,-40,-50,-51,-38,-63,-46,-55,-35,-36,-40,-41
2020-04-23,NA,-44,-43,-45,-18,-81,-27,-34,-52,-67,-53,-58,-46,-43,77,-42,-48,-31,NA,-48,-54,-33,-52,-38,-59,-46,-52,-52,-40,-63,-47,-53,-37,-36,-41,-44
2020-04-24,NA,-43,-43,-45,-14,-81,-26,-30,-53,-66,-53,-56,-45,-43,115,-40,-44,-31,NA,-48,-51,-33,-65,-34,-54,-50,-47,-51,-37,-61,-44,-50,-33,-35,-40,-43
2020-04-25,NA,-46,-40,-47,-16,-82,-27,-35,-58,-69,-58,-58,-45,-47,92,-45,-48,-34,NA,-48,-54,-32,-67,-38,-63,-51,-50,-51,-39,-52,-32,-53,-34,-39,-41,-44
2020-04-26,NA,-46,-43,-44,-22,-84,-33,-33,-63,-70,-59,-57,-49,-47,94,-45,-49,-32,NA,-52,-59,-38,-59,-9,-29,-46,-65,-53,-43,-63,-70,-49,-38,-42,-52,-43
2020-04-27,NA,-48,-35,-45,-19,-80,-23,-28,-54,-65,-49,-55,-41,-35,94,-45,-45,-27,NA,-49,-53,-30,-53,-33,-52,-41,-53,-46,-38,-61,-64,-52,-29,-37,-37,-45
2020-04-28,NA,-44,-32,-44,-21,-80,-21,-10,-47,-66,-47,-54,-42,-25,93,-44,-44,-31,NA,-46,-52,-30,-54,-32,-52,-42,-54,-48,-35,-63,-62,-51,-31,-34,-36,-46
2020-04-29,NA,-43,-33,-39,-16,-81,-23,-2,-43,-65,-45,-54,-42,-31,80,-42,-43,-25,NA,-45,-52,-28,-54,-32,-49,-36,-48,-48,-33,-60,-59,-49,-25,-35,-36,-38
2020-04-30,NA,-42,-31,-41,-18,-82,-20,-2,-44,-66,-45,-54,-43,-33,91,-41,-41,-27,NA,-46,-52,-25,-48,-32,-52,-39,-50,-48,-34,-61,-32,-49,-28,-36,-39,-38
2020-05-01,NA,-42,-33,-44,-23,-81,-22,4,-39,-64,-49,-53,-43,-34,120,-42,-37,-34,NA,-47,-53,-27,-63,-26,-45,-40,-49,-49,-34,-60,-42,-48,-27,-37,-38,-45
2020-05-02,NA,-42,-32,-44,-16,-82,-26,-6,-49,-66,-46,-54,-43,-35,115,-43,-42,-27,NA,-46,-54,-27,-64,-34,-56,-39,-50,-47,-32,-51,-45,-48,-26,-36,-38,-40
2020-05-03,NA,-42,-30,-41,-18,-85,-29,-1,-55,-68,-50,-57,-48,-39,110,-41,-43,-39,NA,-49,-57,-31,-56,-2,-27,-38,-57,-53,-37,-61,-50,-45,-29,-38,-43,-38
2020-05-04,NA,-35,-18,-33,-17,-56,-11,5,-39,-54,-35,-49,-30,-17,123,-37,-25,-15,NA,-41,-44,-15,-44,-21,-40,-35,-29,-38,-28,-45,-36,-46,-22,-27,-21,-38
2020-05-05,NA,-32,-9,-33,-20,-59,-10,16,-35,-55,-31,-49,-31,-14,109,-38,-25,-16,NA,-38,-44,-8,-49,-20,-44,-34,-31,-40,-24,-36,-35,-44,-25,-27,-20,-37
2020-05-06,NA,-28,-6,-22,-9,-61,-5,25,-33,-52,-27,-45,-26,-18,50,-35,-22,-8,NA,-35,-41,-13,-46,-21,-31,-24,-17,-38,-22,-35,-29,-33,-25,-23,-15,-32
2020-05-07,NA,-28,-4,-23,-13,-64,-4,18,-32,-57,-26,-47,-28,-22,25,-34,-21,-9,NA,-36,-43,-22,-41,-23,-35,-26,-19,-34,-22,-40,-29,-34,-20,-24,-20,-32
2020-05-08,NA,-27,-9,-21,-2,-61,2,29,-32,-52,-29,-46,-27,-19,65,-32,-18,-8,NA,-34,-37,-22,-54,-11,-22,-26,-20,-32,-21,-27,-27,-30,-18,-20,-14,-32
2020-05-09,NA,-29,-6,-29,-6,-65,-47,11,-38,-57,-33,-51,-28,-22,53,-37,-22,-2,NA,-37,-44,-22,-58,-20,-28,-29,-22,-33,-25,-27,-30,-36,-23,-24,-21,-35
2020-05-10,NA,-31,-21,-37,-9,-75,-46,29,-42,-58,-40,-57,-40,-41,58,-39,-27,-64,NA,-41,-50,-27,-54,-4,-16,-30,-35,-43,-30,-47,-35,-31,-25,-29,-33,-35
2020-05-11,NA,-29,-7,-25,-6,-57,9,18,-31,-51,-25,-51,-21,-7,85,-31,-17,6,NA,-33,-41,-19,-54,-17,-38,-25,-18,-21,-23,-31,-21,-33,-18,-20,-9,-31
2020-05-12,NA,-27,2,-28,-3,-60,4,28,-30,-53,-25,-51,-23,-9,146,-35,-17,-2,NA,-31,-40,-17,-34,-13,-41,-27,-25,-25,-20,-35,-20,-32,-18,-18,-14,-32
2020-05-13,NA,-27,-10,-23,1,-62,3,18,-33,-50,-24,-52,-22,-14,128,-31,-17,0,NA,-30,-40,-20,-40,-13,-32,-19,-16,-25,-19,-31,-17,-31,-18,-18,-11,-29
2020-05-14,NA,-26,1,-25,-1,-63,3,14,-31,-54,-25,-49,-23,-14,111,-29,-17,-4,NA,-29,-40,-16,-41,-10,-37,-27,-17,-25,-17,-34,-18,-31,-14,-17,-15,-29
2020-05-15,NA,-25,-4,-21,7,-61,11,35,-31,-48,-24,-44,-21,-13,183,-27,-13,-1,NA,-28,-37,-15,-39,-3,-27,-18,-15,-14,-13,-28,-14,-29,-13,-12,-14,-27
2020-05-16,NA,-25,-8,-25,3,-63,-35,24,-34,-52,-32,-45,-22,-13,175,-32,-16,8,NA,-29,-41,-17,-42,-11,-38,-21,-18,-15,-14,-26,-15,-32,-13,-15,-14,-29
2020-05-17,NA,-28,-17,-31,-1,-71,-38,38,-44,-55,-38,-51,-34,-31,171,-31,-22,-63,NA,-36,-46,-34,-53,0,-14,-19,-29,-31,-21,-46,-25,-31,-18,-19,-25,-27
2020-05-18,NA,-23,-6,-20,6,-54,18,23,-23,-46,-26,-42,-14,-3,170,-26,-14,5,NA,-27,-36,-34,-55,-10,-36,-15,-15,0,-12,-25,-12,-30,-12,-10,-6,-26
2020-05-19,NA,-22,-1,-23,4,-49,14,23,-31,-41,-26,-34,-15,-3,130,-24,-12,5,NA,-26,-37,-29,-53,-17,-42,-22,-18,-5,-8,-28,-13,-24,-13,-8,-8,-27
2020-05-20,NA,-19,-3,-18,13,-51,12,31,-30,-36,-26,-29,-14,-6,148,-34,-10,11,NA,-23,-35,-29,-37,-15,-37,-41,-6,-8,-3,-32,-11,-19,-15,-6,-4,-58
2020-05-21,NA,-19,-13,-40,10,-51,13,24,-33,-37,-27,-27,-13,-9,142,-18,-10,8,NA,-22,-35,-32,-57,-19,-42,-11,-12,-7,-4,-31,-12,-20,-18,-5,-5,-51
2020-05-22,NA,-18,-11,-19,18,-50,13,40,-33,-37,-28,-26,-14,-9,230,-20,-10,14,NA,-22,-34,-25,-42,-10,-48,-23,-11,-7,-5,-20,-10,-20,-10,-4,-8,-34
2020-05-23,NA,-15,-20,-21,12,-53,-37,35,-39,-40,-31,-28,-14,-12,277,-25,-4,18,NA,-23,-37,-26,-39,-13,-43,-21,-12,-6,-6,-23,-12,-19,-10,-7,-10,-29
2020-05-24,NA,-16,-28,-27,9,-66,-38,36,-44,-41,-36,-33,-29,-27,200,-22,-61,-36,NA,-28,-40,-28,-52,-8,-21,-17,-24,-24,-10,-41,-17,-18,-12,-13,-22,-24
2020-05-25,NA,-16,-18,-35,3,-48,15,22,-35,-41,-34,-29,-8,-8,194,-25,-8,11,NA,-27,-38,-25,-60,-14,-46,-14,-15,4,-7,-40,-12,-24,-12,-11,-10,-30
2020-05-26,NA,-12,-12,-34,12,-46,9,29,-37,-37,-25,-26,-10,2,218,-20,-11,8,NA,-20,-34,-23,-55,-11,-52,-16,-22,-4,1,-31,-9,-20,-9,0,-5,-24
2020-05-27,NA,-8,-5,-21,19,-49,7,25,-34,-35,-24,-25,-10,-5,201,-18,-10,12,NA,-16,-32,-29,-38,-32,-43,-6,-10,-4,4,-29,-7,-15,-30,1,-4,-21
2020-05-28,NA,-7,-5,-17,18,-48,9,13,-37,-37,-24,-24,-12,-10,216,-15,-8,11,NA,-16,-32,-20,-38,-13,-45,-17,-15,-5,4,-27,-11,-15,-6,1,-6,-23
2020-05-29,NA,-7,-8,-15,28,-47,15,32,-39,-37,-26,-23,-16,-7,261,-13,-11,12,NA,-14,-30,-20,-38,-13,-37,-10,-12,-1,5,-26,-3,-13,-6,4,-6,-15
2020-05-30,NA,-3,-1,-18,20,-47,-6,23,-39,-37,-29,-25,-10,-13,255,-18,-3,22,NA,-15,-33,-20,-37,-11,-42,-13,-15,-1,2,-11,-6,-14,-13,-1,-3,-20
2020-05-31,NA,-9,-18,-22,15,-62,-25,33,-45,-42,-35,-31,-31,-27,217,-21,-19,-53,NA,-21,-38,-26,-51,-6,-27,-11,-24,-21,-2,-34,-11,-20,-11,-9,-20,-16
2020-06-01,NA,-1,-10,-11,27,-35,22,30,-24,-27,-22,-11,0,10,247,-14,0,22,NA,-5,-27,-19,-53,1,-38,-11,-1,13,12,-24,1,-4,-1,13,4,-12
2020-06-02,NA,2,-2,-14,31,-33,14,33,-27,-28,-31,-12,-5,11,239,-5,2,16,NA,-3,-28,-21,-48,-16,-45,-15,-10,4,16,-26,3,-3,-2,15,3,-14
2020-06-03,NA,7,-6,-6,38,-39,16,15,-38,-27,-28,-12,-6,5,220,-1,2,22,NA,1,-46,-12,-31,-24,-38,2,3,2,16,-20,5,-1,-6,16,2,-4
2020-06-04,NA,7,-5,-7,35,-41,16,21,-21,-30,-17,-10,-8,5,215,-2,2,17,NA,-12,-29,-14,-32,-18,-43,-4,-3,1,17,-19,2,-3,-8,14,1,-9
2020-06-05,NA,6,-7,-4,17,-37,19,51,-26,-28,-26,-11,-7,-1,270,2,2,13,NA,3,-21,-11,-31,-2,-59,7,-7,3,16,-31,3,-2,3,7,4,-6
2020-06-06,NA,4,-6,-10,38,-40,0,38,-21,-32,-29,-10,-7,1,257,-3,-6,18,NA,2,-24,-12,-34,-10,-46,-51,-3,-2,17,-14,-1,-4,-5,14,-15,-6
2020-06-07,NA,-3,-10,-9,34,-51,-19,46,-32,-35,-35,-21,-25,-17,233,-3,-6,-53,NA,-13,-28,-21,-47,-3,-22,-48,-19,-14,8,-34,-6,-7,-8,4,-19,-11
2020-06-08,NA,7,-5,0,40,-30,22,36,-14,-27,-24,-9,0,13,257,4,5,27,NA,7,-18,-12,-33,16,-61,5,2,15,18,-23,3,-1,-7,23,13,-2
2020-06-09,NA,5,-11,-6,37,-34,13,34,-18,-29,-23,-6,-5,16,270,0,4,16,NA,3,-18,-12,-32,-54,-38,-1,-10,5,18,-28,1,-3,-4,19,7,-3
2020-06-10,NA,7,-3,6,44,-36,15,34,-13,-27,-24,-5,-5,8,262,4,4,15,NA,8,-17,-10,-27,-50,-36,10,6,5,23,-24,3,-8,-6,21,6,3
2020-06-11,NA,7,-7,1,43,-38,12,29,-10,-26,-28,-2,-4,8,257,4,-2,16,NA,10,-16,-9,-29,-46,-40,3,3,4,23,-23,4,1,-2,22,8,-1
2020-06-12,NA,7,-7,3,51,-32,20,46,-10,-24,-38,-3,-3,11,342,5,9,15,NA,13,-15,-9,-29,-41,-33,25,2,18,22,-20,9,0,-6,26,12,-7
2020-06-13,NA,10,-13,-4,47,-47,9,41,-17,-31,-35,-3,-3,3,336,0,3,19,NA,8,-18,-11,-32,-46,-48,-47,-4,-30,20,-26,-1,-1,-13,22,-10,-2
2020-06-14,NA,0,-23,-6,42,-58,-1,59,-25,-34,-35,-17,-22,-16,280,-2,-5,-50,NA,-8,-25,-20,-41,-17,-21,-47,-18,-50,12,-39,-10,-4,-3,10,-14,-7
2020-06-15,NA,8,-9,1,40,-29,17,31,-14,-28,-28,-3,1,16,322,-2,6,24,NA,10,-20,-7,-33,-48,-38,-6,0,20,21,-25,3,-3,3,25,16,1
2020-06-16,NA,8,-9,-4,40,-32,16,43,-13,-29,-40,-2,-3,16,300,0,2,17,NA,9,-17,-8,-29,-38,-44,-6,-9,9,23,-28,6,-8,1,22,14,-2
2020-06-17,NA,9,-17,1,46,-37,16,32,-15,-28,-34,-3,-4,7,273,3,3,17,NA,12,-16,-10,-33,-43,-37,3,4,5,25,-25,9,-2,-15,22,8,2
2020-06-18,NA,5,-19,-7,33,-37,18,20,-31,-31,-36,-4,-7,3,244,3,2,14,NA,8,-25,-15,-38,-40,-41,-4,-6,1,21,-33,11,-11,-6,17,4,1
2020-06-19,NA,3,-10,-1,35,-34,16,40,-40,-29,-28,-3,-6,4,345,8,4,10,NA,12,-14,-9,-33,-30,-33,5,-2,5,22,-29,-22,-1,4,20,8,1
2020-06-20,NA,3,-2,-2,40,-40,5,29,-45,-32,-33,-4,-7,6,337,2,0,22,NA,7,-18,-10,-33,-34,-36,-48,-7,-13,21,-13,-24,-7,1,14,-10,0
2020-06-21,NA,-25,-19,-19,26,-60,-16,16,-58,-44,-45,-24,-31,-28,190,-9,-29,-28,NA,-25,-35,-20,-50,-7,-25,-52,-39,-47,-2,-42,-48,-30,-13,-4,-27,-10
2020-06-22,NA,3,-9,1,46,-27,-1,28,-27,-27,-28,1,3,18,336,13,4,17,NA,15,-13,-9,-33,-27,-42,8,-5,22,28,-22,-15,-1,4,27,19,4
2020-06-23,NA,1,-5,-3,50,-30,21,33,-26,-27,-25,-3,1,18,309,13,5,17,NA,14,-13,-7,-31,-24,-35,-4,-30,9,28,-23,-17,-4,2,25,10,4
