"","geo_type","region","transportation_type","alternative_name","sub-region","country","date","value"
"87","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-04-08,21.3
"88","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-04-09,22.53
"89","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-04-10,21.96
"90","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-04-11,19.71
"91","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-04-12,23.92
"92","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-04-13,20.03
"93","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-04-14,26.01
"94","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-04-15,21.14
"95","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-04-16,20.69
"96","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-04-17,28.02
"97","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-04-18,21.38
"98","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-04-19,21.55
"99","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-04-20,22.49
"100","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-04-21,22.16
"101","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-04-22,23.51
"102","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-04-23,23.31
"103","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-04-24,22.33
"104","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-04-25,24.17
"105","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-04-26,24.17
"106","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-04-27,20.93
"107","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-04-28,22.49
"108","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-04-29,25.69
"109","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-04-30,23.43
"110","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-01,25.03
"111","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-02,27.65
"112","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-03,32.73
"113","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-04,39.61
"114","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-05,34.45
"115","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-06,31.42
"116","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-07,34.66
"117","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-08,36.99
"118","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-09,36.62
"119","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-10,37.28
"120","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-11,NA
"121","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-12,NA
"122","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-13,39.86
"123","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-14,37.44
"124","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-15,38.71
"125","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-16,43.02
"126","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-17,44.74
"127","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-18,45.27
"128","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-19,44.57
"129","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-20,44.78
"130","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-21,42.56
"131","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-22,45.84
"132","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-23,39.16
"133","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-24,37.53
"134","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-25,50.88
"135","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-26,49.53
"136","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-27,46.95
"137","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-28,49
"138","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-29,53.67
"139","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-30,46.95
"140","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-05-31,47.69
"141","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-06-01,54.24
"142","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-06-02,57.8
"143","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-06-03,55.71
"144","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-06-04,54.16
"145","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-06-05,58.66
"146","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-06-06,58.42
"147","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-06-07,53.13
"148","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-06-08,56.86
"149","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-06-09,60.63
"150","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-06-10,52.72
"151","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-06-11,55.88
"152","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-06-12,57.44
"153","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-06-13,53.75
"154","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-06-14,54.69
"155","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-06-15,56.78
"156","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-06-16,55.55
"157","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-06-17,53.63
"158","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-06-18,55.8
"159","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-06-19,59.28
"160","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-06-20,53.3
"161","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-06-21,48.71
"162","city","Bangalore","walking","बैंगलोर|ಬೆಂಗಳೂರು",NA,"India",2020-06-22,63.38
"163","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-01-13,100
"164","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-01-14,92.59
"165","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-01-15,89.96
"166","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-01-16,92.1
"167","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-01-17,97.37
"168","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-01-18,113.58
"169","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-01-19,119.84
"170","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-01-20,107.24
"171","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-01-21,122.8
"172","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-01-22,108.07
"173","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-01-23,105.1
"174","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-01-24,126.67
"175","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-01-25,138.27
"176","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-01-26,134.81
"177","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-01-27,117.61
"178","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-01-28,121.07
"179","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-01-29,134.07
"180","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-01-30,118.6
"181","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-01-31,118.27
"182","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-01,141.48
"183","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-02,113.25
"184","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-03,111.11
"185","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-04,118.77
"186","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-05,112.18
"187","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-06,122.96
"188","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-07,129.71
"189","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-08,158.44
"190","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-09,129.88
"191","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-10,122.14
"192","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-11,125.6
"193","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-12,111.44
"194","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-13,114.07
"195","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-14,134.07
"196","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-15,140.91
"197","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-16,114.73
"198","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-17,110.45
"199","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-18,106.26
"200","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-19,112.76
"201","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-20,107
"202","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-21,126.42
"203","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-22,144.53
"204","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-23,124.44
"205","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-24,108.07
"206","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-25,113.91
"207","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-26,111.69
"208","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-27,107.24
"209","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-28,122.14
"210","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-02-29,134.98
"211","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-01,116.79
"212","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-02,97.28
"213","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-03,97.7
"214","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-04,108.56
"215","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-05,111.93
"216","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-06,116.95
"217","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-07,140.41
"218","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-08,113.33
"219","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-09,103.79
"220","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-10,94.65
"221","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-11,91.85
"222","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-12,109.55
"223","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-13,109.14
"224","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-14,108.15
"225","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-15,93
"226","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-16,85.76
"227","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-17,78.6
"228","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-18,78.52
"229","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-19,67.98
"230","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-20,63.87
"231","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-21,42.06
"232","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-22,31.44
"233","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-23,45.27
"234","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-24,25.6
"235","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-25,21.81
"236","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-26,18.52
"237","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-27,21.15
"238","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-28,21.56
"239","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-29,21.4
"240","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-30,20.91
"241","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-03-31,17.04
"242","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-01,19.92
"243","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-02,17.7
"244","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-03,19.67
"245","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-04,17.04
"246","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-05,20.25
"247","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-06,20.41
"248","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-07,20.99
"249","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-08,30.45
"250","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-09,19.59
"251","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-10,19.59
"252","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-11,40
"253","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-12,17.53
"254","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-13,20.91
"255","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-14,22.72
"256","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-15,24.61
"257","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-16,26.17
"258","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-17,21.48
"259","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-18,22.3
"260","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-19,20.16
"261","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-20,24.36
"262","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-21,20.33
"263","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-22,20.25
"264","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-23,21.15
"265","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-24,25.27
"266","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-25,22.72
"267","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-26,16.21
"268","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-27,19.75
"269","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-28,22.3
"270","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-29,20.49
"271","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-04-30,19.34
"272","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-05-01,23.05
"273","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-05-02,20.74
"274","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-05-03,24.36
"275","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-05-04,25.19
"276","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-05-05,31.85
"277","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-05-06,28.97
"278","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-05-07,25.6
"279","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-05-08,26.67
"280","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-05-09,24.61
"281","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-05-10,28.48
"282","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-05-11,NA
"283","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-05-12,NA
"284","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-05-13,30.53
"285","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-05-14,41.32
"286","city","Chennai","walking","चेन्नई|சென்னை",NA,"India",2020-05-15,39.51
